id,text
115,"ابنة أحمد راتب: ""والدى كان طيب ومش بيعرف يعاقب وبيزعل منى لو عاقبت بنتى"""
116,هانى رمزي وماجد المصرى يقدمان واجب العزاء في والد داليا البحيري (تحديث)
117,طارق الشناوى: أحمد راتب رفض أفلام المقاولات وفى المهرجانات كانوا بيحسبوه القصبجى الحقيقى
118,"محمد رجب يصور مشاهد مسلسل ""ضربة معلم"" فى مصر الجديدة"
119,عمر كمال وأحمد شيبة يجتمعان فى دويتو غنائى.. وطرحه خلال أيام
120,"ياسمين عبد العزيز عن رفض أحمد زاهر الانضمام لمسلسل ""اللى مالوش كبير"": كذب"
121,داليا البحيري ترتدى قناعا واقيا بجانب الكمامة في عزاء والدها.. صور
122,
123,"شادية فى صورة نادرة مع محمود مرسى من تصوير فيلم ""امرأة عاشقة"" من 46 سنة"
124,باد بانى يحصد 10 ملايين مشاهدة بكليب Hoy Cobré فى 3 أيام.. فيديو وصور
125,نيللى كريم فى 3 صور من أحدث فوتوسيشن
126,"فضل شاكر يطرح أغنيته الجديدة ""ابقى قابلنى"".. فيديو"
127,حسناء سيف الدين تعلن إصابتها بـ5 أورام فى رقبتها وتطلب من جمهورها الدعاء
128,"""باب الجمال"" أحدث أغانى ألبوم محمد منير الجديد بتوقيع سامر أبو طالب"
129,"Dark Knight"" و""Shrek"" ينضمان للسجل الوطني للأفلام في الكونجرس.. صور"
130,"نجوى كرم تستعد لطرح كليب جديد بعنوان ""عذب قلبى"" الأسبوع المقبل"
131,أشرف زكى وإلهام شاهين أول الحضور فى عزاء والد داليا البحيرى.. صور
132,"كارول سماحة تطرح ألبومها الجديد ""كريسماس كارول"""
133,"رانيا يوسف تنضم لمسلسل ""عش الدبابير"" مع مصطفى شعبان وعمرو سعد رمضان المقبل"
134,الملامح الأولى لفيلم Outside the Wire قبل عرضه يناير المقبل.. فيديو
135,"حاتم عمور يغنى باللغة الإسبانية فى ألبومه الجديد ""بلا حدود"""
136,س وج كل ما يجب معرفته عن ألبوم تايلور سويفت الجديد Evermore
137,أول صور لـ رنا سماحة وسامر أبو طالب من شهر العسل: المعنى الحقيقى للسعادة
138,سيلين ديون تنعى صديقها بيير لاكروا بصورة تجمعهما من دولاب الذكريات
139,"محمد صبحى يجرى البروفات النهائية لاحتفال ""50 سنة فن"""
140,"لبنى عبد العزيز تكشف حكايات ""هاميس"" مع لعنة الفراعنة.. فيديو"
141,شاكيرا تواصل الترويج لعطرها الجديد Dance midnight بصورة من وراء الكواليس
142,مدحت صالح يدخل عالم المهرجانات بأغنية جديدة
143,"لا للتعصب الأعمى.. طارق الشيخ يشكر جماهير الأهلى لدعمه بعد ""القاضية ممكن"""
144,صورة نادرة للفنان أحمد راتب مع بناته.. فى ذكرى رحيله الرابعة
145,"كليب ""willow"" يحقق نجاحا كبيرا بعد 4 أيام فقط من طرحه.. فيديو وكلمات"
146,لوك جديد.. كاتى بيرى تتخلى عن الشعر الأشقر وتخطف الأنظار بتوقيع Cong Tri
147,The Croods 2 يحصد 3 ملايين دولار فقط فى عطلة نهاية الأسبوع
148,رسالة رومانسية من محمد فراج لخطيبته بسنت شوقى فى عيد ميلادها: انتى الحياة
149,كارينا كابور تستعرض بطنها المنتفخ فى الشهور الأخيرة من الحمل.. صور
150,أول ظهور لصديقة شيا لابوف بعد اتهامه بالاعتداء الجنسى والجسدى.. صور
151,المسرح الوطنى اللبنانى ينظم احتفالية بمناسبة الذكرى المئوية لولادة نزار ميقاتى
152,رضوى الشربينى بشعر قصير فى أحدث إطلالتها.. شاهد اللوك الجديد
153,فيلم The Croods 2 يواصل الهيمنة على شباك التذاكر للأسبوع الثالث.. صورة
154,عيد ميلاد اللمبى.. لماذا فكر محمد سعد فى الاعتزال والتطوع فى الجيش؟
155,"نيللى كريم تستعين بمخرج برنامج ""البلاتوه"" فى مسلسلها الجديد خلال رمضان 2021"
156,محمد حديد يروج لزيارة مصر بعد حضور القاهرة السينمائى: شعب مصر مرح ومتواضع
157,تامر حسنى وحسين الجسمى يحييان حفل مهرجان دبى للتسوق الخميس المقبل
158,Guardians of the Galaxy يحصل على الضوء الأخضر للعرض.. اعرف التفاصيل
159,جمهور ماجدة الرومى باليابان يدعوها لزيارة طوكيو.. فيديو
160,"هبة مجدى تظهر مع والدتها بحفل تكريمها.. وحنان ترك تعلق: ""ربنا يرزقك برها"""
161,مراد مكرم بعد وفاة والدته: كانت خايفة ميتصلاش عليها عشان كورونا
162,
163,"مى الغيطى تهنئ شقيقتها ميار على زفافها: ""أجمل عروسة"""
164,ريهام عبد الغفور تطل فى صورة عائلية: ربنا يخلى لنا أهالينا ويبارك فى صحتهم
165,ناهد السباعى تعلن إصابتها بكسر فى ذراعها بصورة الجبس
166,حنان مطاوع تعتذر عن المشاركة فى مسلسل مصطفى شعبان وعمرو سعد
167,"رانيا يوسف تتزوج شيكو فى الجزء الثانى من مسلسل ""اللعبة"""
168,تعرف على عروض البيت الفنى بالمهرجان القومى للمسرح
169,"عرض خاص لفيلم ""كان لك معايا"" لصفية العمري ومحمود قابيل يوم 17 ديسمبر"
170,عرض الموسم الرابع من Genius عن مارتن لوثر كينج جونيور على ديزنى بلس حصريا
171,"مخرج فيلم ""أحمد نوتردام"" يقترب من انتهاء مونتاجه استعداداً للعرض"
172,"منى زكى تتناول صراعات المرأة فى فيلمها الجديد ""القاهرة مكة"""
173,تأجيل طرح Free Guy إلى مايو 2021 بسبب الموجة الثانية لفيروس كورونا
174,"هنا شيحة تعيش نشاطا فنيا وتبدأ تصوير ""النهاردة يوم جميل"""
175,"أحمد مجدى: لا أعرف موعد طرح فيلم ""2 طلعت حرب"""
176,مى كساب تطمئن جمهورها بعد تعرضها لوعكة صحية: بقيت أحسن الحمد الله
177,"مخرج ""حظر تجول"" يشارك صورة له بصحبة يسرا وإلهام وأمير شاهين"
178,أحمد راتب شارك عادل إمام فى 19 فيلما ووصف الزعيم بهذه الكلمات
179,جورج وسوف يحتفل بخطوبة ابنه ويعلق: عقبال الفرحة الكبيرة حتى صير جدو
180,"لبنى عبدالعزيز تكشف أسرار علاقتها بعبدالناصر ولقاء السادات بالبيت الأبيض ""فيديو"""
181,أشرف زكى: ماجدة زكى أمى مش أختى وروجينا رفيقة الكفاح
182,"سميرة عبد العزيز الرئيس الشرفي لمهرجان ""سمنود المسرحي"""
183,أشرف زكى: محمد رمضان اتحقق معه النهاردة ومن يمس تراب البلد يتشطب من النقابة
184,أشرف زكى يروى تفاصيل معرفته بوفاة الراحل هيثم أحمد زكى من رقم غريب
185,بومبي جونسون يعود فى الموسم الثانى من Godfather of Harlem أبريل 2021
186,فرقة طارق طرقان تحيى حفلا فنيا بدار أوبرا الإسكندرية.. صور
187,أشرف زكى: رصيدى هو حب الناس وليس الفلوس فى البنك
188,"جنى عاشق يسيطر على النجمة دينا فؤاد فى أولى حلقات ""جمال الحريم"" ونسب مشاهدة عالية للمسلسل على DMC و MBC4"
189,"فيديو جديد لـ محمد رمضان يثير تساؤلات مواقع التواصل عن الوقف وقرار ""الممثلين"""
190,"محمود العسيلي وأمير عيد يطرحان أغنية ""دنيا جديدة"" على يوتيوب.. فيديو"
191,محمد لطفي يعلن مشاركته في فيلم سينمائي جديد عن مصارعة المحترفين
192,لبنى عبدالعزيز تكشف قصة زواجها من رمسيس نجيب رغم اختلاف السن والديانة.. فيديو
193,"توقف تصوير مسلسل ""The Witcher"" بعد إصابة الممثل هنرى كافيل فى ساقه"
194,عاصى الحلانى وملحم زين يحييان حفلا غنائيا بلبنان فى رأس السنة
195,ماجد المصري وبشرى يحتفلان بعيد ميلاد محمد زيدان بصحبة زوجته.. صور
196,"باسم مغنية: فقدت الحياة وأنا على قيد الحياة ""اشتقتلك يا بابا"""
197,مصطفى شعبان يتألق في أحدث جلسة تصوير
198,"""وقفة رجالة"" يدخل مراحل المونتاج الأخيرة استعداداً للعرض"
199,ماجدة الرومى تحتفل بعيد ميلادها بمشاركة العائلة .. صور
200,لبنى عبدالعزيز تكشف مؤامرة العندليب وأصدقائه لمنعها من العمل مع فريد الأطرش (فيديو)
201,"هنا الزاهد تستأنف تصوير ""حلوة الدنيا سكر"" بالقرية الذكية.. اليوم"
202,
203,"لبنى عبد العزيز: اعتذرت عن ""خلى بالك من زوزو"" وطردونى من أمام الحسين.. فيديو"
204,"صلاح عبد الله عن مسلسل ""جمال الحريم"": أتمنى أن يحظى بمشاهدة عالية"
205,تعرف على القصة الكاملة لتقديم مسلسل عن فريق The Rolling Stones
206,"منتجة فيلم جيمس بوند تتحدث عن دور رامى مالك بـ""لا وقت للموت"""
207,"كارول سماحة تكشف موعد طرح ألبومها ""كريسماس كارول"""
208,أمير المصري يستعرض جوائزه في ختام الدورة الـ42 بمهرجان القاهرة السينمائي
209,5 عروض ينافس بها البيت الفني بالمهرجان القومي للمسرح .. تعرف عليها
210,عمرو محمود ياسين أفضل كاتب سيناريو برمضان فى مهرجان نجم العرب.. ويتسلم جائزة باسم والده
211,"مواعيد عرض مسلسل ""جمال الحريم"" على DMC و DMC دراما"
212,"نجوى كرم تحتفل بعيد ميلاد ماجدة الرومى: ""سنة عن سنة بتبقى الأرقى وقدوة فنية"""
213,"ست بيت شاطرة.. جنيفر جارنر تتسوق بتيشرت ""المزارعة جين"".. اعرف الحكاية"
214,سنوب دوج يتنقد أغنية كاردى بى الأخيرة WAP لاستخدامها كلمات فاضحة
215,هل يتسبب التعصب الدينى فى طلاق كيم كارديشيان وكانى ويست؟.. اعرف التفاصيل
216,"""الصندوق الاسود"" يضيف 81 ألف جنيه لحصيلة ايراداته فى شباك تذاكر أمس"
217,ليوناردو دى كابريو وجنيفر لورانس على متن حاملة طائرات لتصوير Don't Look Up
218,أبيض × أسود.. تايلور سويفت تحتفل بعيد ميلادها الـ31 مع طرح أغنيتها willow
219,"شاهد كواليس آخر يوم تصوير بفيلم ""العنكبوت"" لـ أحمد السقا.. صور"
220,وفاة والدة الفنان مراد مكرم بعد صراع مع المرض
221,ياسمين صبري ضمن قائمة أجمل 100 وجه في العالم للسنة الثالثة
222,"صبرى عبد المنعم ينفى شائعة إصابته بالعمى لـ""اليوم السابع"": أنا بخير"
223,مسلسل Loki يصل منصة ديزنى بلس فى مايو المقبل
224,"أبطال مسلسل ""الاختيار 2"" ينتهون من تصوير مشاهدهم فى ديكور مطعم بالشيخ زايد"
225,دواين جونسون يستعرض عضلاته استعدادا لفيلمه المقبل BLACK ADAM
226,شاروخان يتبرع بـ500 جرعة من عقار ريمديسيفير للمساهمة فى علاج مصابى كورونا
227,اليوم السابع ويسرا ورامى وخالد النبوى يحصدون جوائز الإبداع بمهرجان نجم العرب
228,"أحمد فهمى: ""أسود فاتح"" محطة مهمة فى مشوارى الفنى"
229,ميريل ستريب تلعب شخصية رئيس الولايات المتحدة بـ Don't Look Up
230,سايمون كويل يدرس رفع دعوى قضائية ضد مصنعي الدراجات بعد تعرضه لكسر في الظهر
231,"أحمد مجدى يحتفل بعقد قران شقيقته الصغرى: ""كده إخواتى الجمال اتجوزوا"".. صور"
232,لماذا هاجم العرب ماجدة الرومي بسبب جورج بوش الأب؟
233,حنان ترك تلعب مع بناتها بحديقة المنزل وتعلق: بنحاول ننقذ ما يمكن إنقاذه..فيديو
234,"على ربيع وأوس أوس لـ""سمير غانم"" بعد ثنائه عليهما: بنتعلم منك يا أسطورة الضحك"
235,محطات مثيرة فى حياة كاميليا.. نجمة اكتوت بنار الحب وتفحمت فى الطائرة
236,"النجمة ""سيا"" تؤكد تعرضها للأذى على يد شيا لابوف.. اعرف التفاصيل"
237,15 فيلمًا شاركت في الجونة السينمائي تمثل بلدانها فى ترشيحات الأوسكار
238,"حمو بيكا يهاجم مغنى مهرجانات بسبب ""الأكثر بحثا على جوجل""..ومتابعوه: يقصد شاكوش"
239,جوين ستيفانى تتوجه للاستوديو فى سانتا مونيكا بابتسامة عريضة وتحيى المصورين
240,تعرف على شرط والد ماجدة الرومى للسماح لها باحتراف الغناء فى مرحلة البدايات
241,سميرة سعيد تدعم هنا إبراهيم يسرى بعد طرح أغنيتها الجديدة: إحساسك وصلنى أوى
242,
243,"حمدى الميرغنى ردا على مدح سمير غانم: ""شكرا أسطورة الضحك وامبراطور الإرتجال"""
244,"""فيلم أبيض وأسود"".. الجرافيك يجمع نجوم اليوم وزمن الفن الجميل × 9 صور"
245,محمد عبد الرحمن يحصد جائزة أفضل ممثل كوميدي بمهرجان نجم العرب 2020
246,حكيم يتصدر استفتاءات 2020 فى الغناء الشعبى.. صور
247,شاهد.. فيديو قديم لـ فيفى عبده يثير التساؤلات عن حالتها الصحية
248,مها أحمد تحتفل بعيد ميلاد مجدى كامل الـ50 بصورة زفافها: كل سنة وأنت قدوة
249,"BTS يقدم ""ريميكس احتفالى"" لأغنية ""Dynamite"" قبل الكريسماس.. فيديو وصور"
250,"نور تشوق جمهورها لمسلسل ""جمال الحريم"" بصور من الكواليس قبل عرضه اليوم"
251,"صلاح عبدالله والد أحمد عز فى مسلسل ""هجمة مرتدة"""
252,"""ياسائل القبر"" أغنية لـ وائل الفشنى ضمن أحداث فيلم ""ريما"""
253,"""بالبنط العريض"" لحسين الجسمى تتخطى حاجز الـ 325 مليون مشاهدة"
254,المركز القومى للسينما يوثق تكريم الرئيس السيسى لأسر الشهداء بفيلم تسجيلى
255,آنا دى أرماس تستعد لاحتفالات الكريسماس لأول مرة مع بن أفليك وأطفاله.. صور
256,"ريهام عبد الغفور تبدأ تصوير ""ليلة عيد"" بعد رقصتها فى ختام مهرجان القاهرة"
257,ديزني تطرح Encanto فى نوفمبر 2021.. فيديو
258,بعد تكريمه بمهرجان القاهرة.. فنانون وإعلاميون يحتفوا بوحيد حامد x صورتين
259,جينيفر لوبيز تكشف عن صور جديدة من عيد ميلاد والدتها
260,دوا ليبا تحتفى بجائزتها الأخيرة من Billboard Women in Music.. صور
261,حقيقة انفصال كيم كارداشيان وكانى ويست وكيف يعيشان بعد أزماتهما الأخيرة
262,"ميريام فارس تتخلص من زينة الاحتفال بمولودها استعدادا لـ""الكريسماس"".. فيديو"
263,"""زمن الانصاص""..دويتو جديد يجمع مطرب أرابيسك حسن فؤاد وخالد الطيب"
264,سمير غانم: حمدى المرغنى يشبهنى وحلمى ممثل دارس ومكى استايل مختلف
265,"""اليوم السابع"" يحصد جائزة أفضل موقع إخبارى بمهرجان نجم العرب 2020.. فيديو وصور"
266,هشام جمال: محمود الخطيب إنسان رائع وخلوق
267,"هشام جمال: أتعاون مع دنيا سمير غانم فى رمضان وأصور حاليا ""فى بيتنا روبوت"""
268,سمير غانم: رامى زوج ابنتى مفيهوش غلطة ورفضت أن يعالج الطبيب لدغة إيمى
269,مدحت العدل: مش هنسيب نادي الزمالك يقع وسيناريو 2005 لن يتكرر لسببين.. فيديو
270,"""سينرجى"" تهنئ النجمة ماجدة زكى بعيد ميلادها: ""كل سنة وانتى طيبة وبخير"""
271,"أروى جودة لـ""ع الرايق"": مبعرفش أوقع عريس و""اهدى"" أكتر كلمة بتعصبنى"
272,شيماء سيف فى صورة فوتوشوب مع رشدى أباظة أبيض x أسود
273,"مدحت العدل لـ إلهام شاهين: ""انتي ممثلة عبقرية"""
274,هشام جمال: بيني وبين دنيا سمير غانم كيميا وقدمنا أعمالا ناجحة جدا
275,رانيا فريد شوقى فى صورة مع كلبها: عينه على الآيس كريم
276,سمير غانم: زواجى الأول استمر شهرين والثانى أسبوعا
277,أول صورة من عقد قران ابنة المخرج مجدى أحمد على ويعلق: عقبال أحبابكم جميعاً
278,دير جيست تعلن جوائز الدورة الـ 17 لتكريم الأفضل خلال عام 2020.. الجمعة
279,"مدحت العدل: كنت هعمل فيلم ""قصة حياة الخطيب"".. وصورة ميدو معاه مش وقتها"
280,أول تعليق من يسرا اللوزى على صورتها فى الحمل: فخورة بالأمومة
281,مدحت العدل: هنزل انتخابات رئاسة نادي الزمالك ولو كسبت هسيب الكتابة
282,
283,"أحمد عبد العزيز: كلمة سر وفاة صلاح قابيل وعبد الله غيث ""8 مشاهد"" في ""ذئاب الجبل"""
284,"صلاح عبد الله يشوق متابعيه بشخصيته فى مسلسل ""جمال الحريم"""
285,"أحمد عبد العزيز: أنا عمدة الصعايدة بسبب ""ذئاب الجبل"" وأديت الدور بحب شديد"
286,"أسامة محرز يشارك بـ3 أغانى فى مسلسل مى عمر ""لؤلؤ"""
287,"ياسمين عبد العزيز تتزوج رجلاً مسنًا في ""اللى مالوش كبير"""
288,اليوم السابع يكرم النجم أحمد عبد العزيز عن مشواره الفني.. صور
289,أحمد عبد العزيز في زيارة لمقر اليوم السابع.. صور
290,سينرجى تهنئ النجم أحمد العوضى بعيد ميلاده: واحد من مبدعي مسلسل الاختيار
291,"بدء تصوير الموسم الثامن من مسلسل ""Brooklyn Nine-Nine"".. صور"
292,"إدوارد يغنى ""إحنا لسه حبايب"" بعيد ميلاده مع مصطفى قمر على طريقة ""بوشكاش"""
