id,text
123,تعرف على فوائد شوربة الطماطم لتقوية صحة القلب
124,6 طرق طبيعية آمنة وفعالة لعلاج الجروح المهبلية أثناء الولادة
125,استشارى نفسى: بعض حالات ألزهايمر تظهر بمرحلة الشباب
126,دراسة: تلف الكلى كأحد مضاعفات السكر عند الأطفال يسبب ضعف الإدراك
127,"كبار السن أكثر مرونة فى التعامل مع ""عزلة كورونا"" من الشباب.. دراسات توضح"
128,اعرف فوائد الماء فى الحفاظ على مستويات الكوليسترول طبيعية بجسمك
129,5 فوائد صحية لبذور الكتان.. غنية بأوميجا 3 وتحافظ على صحة القلب
130,دراسة: زيادة الإفراط فى تناول الكحوليات بين الأمريكيين بسبب إجراءات الغلق بعد كورونا
131,"شركة ""بهارات"" الهندية تتقدم بطلب للموافقة الطارئة على لقاح كورونا ""كوفاكسين"""
132,المراهقون غير الراضين عن شكل جسدهم أكثر ميلاً للإصابة بالاكتئاب
133,FDA تراجع بيانات تطعيم لقاح كورونا من فايزر قبل اعتماده فى أمريكا
134,دراسة توضح كيف يؤثر كورونا على أعضاء أخرى غير الرئتين فى الفئران؟
135,دراسة أمريكية توضح أهمية التباعد الاجتماعى في تقليل وفيات كورونا
136,عينات اللعاب بديلاً موثوقًا لمسحات الأنف فى اختبار كورونا
137,نصائح لسلامة الأطباء فى العمليات أثناء كورونا
138,معهد أمصال الهند يحدد 3 دولارات سعر جرعة لقاح كورونا المحتمل
139,طلب غير مسبوق على القوارير الزجاجية والمجمدات لإنتاج لقاح كورونا
140,الصحة العالمية: نجرى مفاوضات مع فايزر لإدخال لقاح كورونا لمبادرة كوفاكس
141,قياس كورونا فى المواد الصلبة لمياه الصرف الصحى يساعد فى تتبع انتشار الفيروس
142,الصحة العالمية: لقاح كورونا لن يكون الحل السحرى لإنهاء الوباء
143,عمال الرعاية المباشرة والممرضات أحد أسباب نقل كورونا بالمستشفيات.. التفاصيل
144,الصحة العالمية: إقناع الناس بمزايا لقاح كورونا أكثر فعالية من جعل اللقاحات إلزامية
145,مستخلص بذور الاكسيليتول والجريب فروت يظهران نتائج واعدة فى الوقاية من كورونا
146,تطعيم 25 مليون شخص بلقاح كورونا ببريطانيا يمنع الوفيات بنسبة 99%
147,الصحة العالمية توصى الأمريكيين بالتوقف عن عادة الأحضان مع زيادة حالات كورونا
148,متطوعة بتجارب لقاح فايزر: الآثار الجانبية اختفت بعد يوم من الحقن بالجرعة الثانية
149,ويليام شكسبير ثاني شخص في العالم يتلقى لقاح كورونا.. فيديو وصور
150,هارى ورانجان أول زوجين يحصلان على لقاح كورونا من فايزر فى بريطانيا
151,"""V-Day يوم عظيم.. وزير الصحة البريطانى يصف أكبر حملة تطعيم لكورونا بالرائعة"
152,فحص سرطان القولون فى سن الـ 45 ينقذ حياة الكثيرين
153,السائقون والضباط والمعلمون فئات جديدة تحصل على لقاح كورونا ببريطانيا
154,"كورونا قد يسبب ""أعراض جلدية"" تستمر 60 يوما بعد التعافى.. دراسة توضح"
155,أول سيدة بالعالم تحصل على لقاح كورونا: أفضل هدية للعام الجديد.. فيديو
156,"""كوز"" واحد يساعد فى محاربة الزهايمر والبواسير .. 10فوائد للذرة المشوى"
157,5 فواكه تساعد فى إنقاص الوزن .. منها التفاح والبابايا
158,"دراسة أمريكية:أصحاب البشرة السمراء المصابين بكورونا أقل عرضة للوفاة من""البيض"""
159,قشرة شعر ولا صدفية.. اعرف الفرق بينهم
160,8 خطوات لحماية طفلك من أمراض الشتاء وبناء المناعة
161,6 أكلات غنية بالبروتين تساعدك فى فقدان الوزن
162,
163,اعرف فوائد اللوز والبندق والفستق لمرضى القلب والسرطان
164,9أطعمة تزيد كتلة العضلات فى جسمك أبرزهم الزبادى والموز
165,دراسة حديثة تكشف العلاقة بين هرمونات الشيخوخة ومضاعفات سرطان عنق الرحم
166,خطوات يجب اتخاذها بعد التأكد من الإصابة بكورونا
167,لماذا تظهر علامات الشيخوخة على اليدين وكيف تبدو أصغر سناً؟
168,نصائح للحفاظ على كليتك فى فصل الشتاء لمرضى السكر
169,6 علامات أنك تفقد وزنك بشكل صحى.. منها النوم جيداً
170,باحثون: نقص الحديد قد يكون علامة على مشكلة خطيرة منها السرطان
171,هل يجب إجراء اختبار كورونا بعد التعرض لشخص مصاب؟
172,خبير مناعة ينصح بترك الولائم وتجمعات الموائد للوقاية من كورونا
173,٦ أخطاء قد توقعك فى فخ الإصابة بفيروس كورونا
174,ديلى ميل : بريطانيا تبدأ غدا أكبر حملة تطعيم ضد كورونا من لقاح فايزر
175,من هو أول شخص يتلقى جرعات لقاح فايزر ببريطانيا.. غدا؟
176,الأدوية المضادة للفيروسات لن تؤثر على خفض وفيات كورونا
177,"علماء يحسمون الجدل حول تسبب لدغة عنكبوت ""الأرملة الكاذبة"" فى التهابات جلدية"
178,احذر التجمعات.. حفل زفاف يتسبب فى وفاة 7 من كبار السن بكورونا بأمريكا
179,لقاح الحمى الصفراء ينافس فى سباق اللقاحات المطورة ضد كورونا
180,"فعالية لقاح""سينوفاك""تعلن 15ديسمبر والشركة تحصل على تمويل بقيمة515 مليون دولار"
181,كندا تسعى للموافقة على لقاح كورونا من فايزر لطرحه خلال 24 ساعة
182,فتح جميع نوافذ السيارة يقلل خطر انتقال عدوى فيروس كورونا
183,مناعة القطيع لكورونا فى الولايات المتحدة أعلى بكثير من أوروبا
184,"معهد سيروم الهندى يطلب الموافقة الطارئة للقاح كورونا ""كوفيشيلد"" من استرازينيكا"
185,خطوات تحميك من حساسية المنزل .. منها إغلاق النوافذ والأبواب
186,الصين تستعد لطرح 4 لقاحات لفيروس كورونا على نطاق واسع
187,ما هى أفضل الطرق للتخلص من المسام الواسعة للبشرة؟
188,الأولوية لكبار السن..مستشفى جامعة كرويدون بلندن تطرح لقاح كورونا من فايزر اليوم
189,"بريطانيا تمنح مواطنيها بطاقة هوية باسم "" كارد كوفيد "" بعد حصولهم على اللقاح"
190,صاحبة والعب معاه بس خلى بالك منه.. اعرف تأثير عضة الكلب والتعامل معها
191,فوائد زيت الخروع على صحتك وبشرتك وشعرك
192,وانت فى بيتك إزاى تتعامل مع ألم البطن المستمر
193,كيف يمكن أن تؤثر الأشعة فوق البنفسجية على عيون طفلك؟
194,5 فوائد صحية للأرز البنى أهمها المساعدة على إنقاص الوزن
195,لماذا يعاني الأشخاص الذين يشربون الكحول بكثرة من عدم التركيز..دراسة توضح السبب
196,عادات وتقاليع ينبغى تجنبها للحفاظ على أسنانك
197,5 هرمونات تؤثر على وزن الجسم وتسبب السمنة.. منها هرمون التوتر
198,أقوى 5 تمارين لبناء عضلات البطن المسطحة للرجال.. صور
199,ثلاث علامات تؤكد إصابتك بالاكتئاب نتيجة عزل كورونا
200,أهم 4 نصائح للكشف عن موعد التبويض عند السيدات
201,تكتلات الثدى.. اعرفى أسبابها وازاى تتعاملى معاها
202,
203,5 نصائح ذهبية تساعد على الإقلاع عن التدخين
204,دراسة حديثة تكشف فاعلية العلاج بالخلايا التائية لمرضى سرطان الغدد الليمفاوية
205,أقل مدة عزل للمصابين بكورونا 9 أيام فقط.. اعرف السبب
206,"""أشربه شاي أو ضيفه على الأكل"".. فوائد عظيمة للكركم لمرضى القلب والقولون العصبي"
207,لماذا تفوقت اللقاحات على الأدوية فى هزيمة كورونا؟
208,هل ينبغى تطعيم المتعافين من فيروس كورونا باللقاحات؟
209,مرض غامض بالهند.. أبرز أعراضه الصرع والسقوط فجأة
210,علاج جينى للأنيميا يغير الحمض النووى فى خلايا الدم
211,استشارى باثولوجى يرد على الشائعات حول لقاح كورونا: لا يسبب العقم للسيدات
212,عالمة صينية تحذر: الحيوانات تحمل فيروسات أكثر فتكا من كورونا
213,هل يساهم ارتداء الأقنعة فى منع انتقال كورونا؟.. دراسة تجيب
214,الصحة العامة بإنجلترا توصى بإعطاء لقاح الأنفلونزا وكورونا بفارق أسبوع
215,فايزر تواجه مشكلة فى سلسلة توريد لقاحات كورونا تؤدى إلى خفض الإنتاج
216,العقاقير الخافضة للكوليسترول علاج محتمل لأعراض فيروس كورونا
217,دراسة: تناول الزنجبيل يوميا يحميك من الإصابة بالسكر ويجنبك مضاعفاته الخطيرة
218,س وج.. كل ماتريدين معرفته عن مرحلة سن اليأس للنساء؟
219,فايزر تسعى للحصول على إذن بالاستخدام الطارئ للقاحها بالهند
220,باحثون يطالبون بإعطاء الأولوية لمرضى السكرى فى الحصول على لقاح كورونا
221,تعرف على أعراض فيروس كورونا الشائعة ومراحل تطور الإصابة
222,تعرف على أبرز 5 أدوات شخصية تنقل العدوى والفيروسات
223,دراسة تؤكد أهمية الأجسام المضادة والخلايا المناعية للحماية من فيروس كورونا
224,بريطانيا تحدد شروط الحصول على جرعات لقاح كورونا
225,إجراءات احترازية استمر عليها لسلامتك مع اقتراب توافر لقاحات كورونا
226,"""فاوتشى"" يؤكد توفير لقاح كورونا مناعة كاملة بعد أسبوع من الجرعة الثانية"
227,شركات أمريكية كبرى تستعد للمشاركة في توزيع لقاحات كورونا
228,الهند تبدأ توفير اللقاحات لمواطنيها.. 5 لقاحات فى مراحل متقدمة
229,روسيا تضع لقاح كورونا بقائمة الأدوية الحيوية و26 دولارا سعر الجرعتين
230,دراسة حديثة: النساء أكثر عرضة للإصابة بفيروس كورونا بعد انقطاع الطمث
231,علماء يطورون علاجا لمرض ألزهايمر قبل ظهور الأعراض بسنوات طويلة
232,أول صور لمجمدات تخزين لقاح كورونا من فايزر لطرحها الأسبوع المقبل فى بريطانيا
233,س و ج.. كل ما تريد معرفته عن مرض السمنة عند الأطفال
234,استطلاع أمريكي: انخفاض في زيارات أطباء النساء والتوليد أثناء جائحة كورونا
235,دراسة أمريكية: كثرة الإنجاب تعرض السيدات للوفاة والشيخوخة المبكرة
236,3 تمارين مهمة للجنس الناعم للقضاء على تجاعيد الوجه
237,5 أطعمة دهنية هتساعدك على خسارة وزنك بأمان.. أبرزها زيت جوز الهند
238,6 فوائد صحية لليمون أبرزها دعم القلب والوقاية من حصوات الكلى
239,8 أشياء تزيد من خطر الولادة المبكرة وإزاى تحافظى على الحمل حتى الأسبوع الـ37
240,تعرف على خطوات علاج أعراض كورونا الخفيفة فى المنزل
241,زيادة الوزن تزيد من خطر إصابة النساء بكسور الورك فى سن متقدمة
242,
243,بعد مرور عام على كورونا ..17 خرافة وشائعة حول الفيروس
244,ديلى ميل: الميكروويف وسيلة لتعقيم الكمامة من كورونا وقتل الفيروسات
245,دراسة هندية: التنويم المغناطيسى طريقة للتخلص من الإدمان والتوتر والاكتئاب
246,هانى الناظر: حقن البوتكس المغشوشة تسبب مضاعفات خطيرة أبرزها فقدان الإحساس
247,خبراء الصحة: الحصول على لقاح كورونا ليس معناه عدم ارتداء كمامة
248,دواء للسكر يمكن أن يقلل من خطر الوفاة من كورونا لدى النساء بنسبة 21%
249,طرق هتساعدك للسيطرة على الحمى فى المنزل أهمها الراحة
250,الـ FDA تصرح بجمع عينات تشخيصية لفيروس كورونا والإنفلونزا من المنزل
251,تقارير: لقاح كورونا لن يكون إلزاميًا في أمريكا
252,علماء يطورون اختبار دم يبحث عن 6 مؤشرات للإصابة بكورونا خلال ساعة
253,اليوم العالمى للتطوع.. اعرف تأثيره على صحتك العقلية والنفسية
254,CNN: الشحنات الأولى من لقاح فايزر ومودرنا لن تكفى ذوى الأولوية بأمريكا
255,انخفاض هرمون التستوستيرون عند الرجال يزيد خطر الإصابة بكورونا
256,علماء بريطانيين: جميع لقاحات كورونا المحتملة قد تمنح الناس مناعة لمدة 90 يومًا فقط
257,بحث كوري: كورونا قد يصيبك خلال 5 دقائق على مسافة 6 أمتار والحل فى التباعد
258,"روسيا تبدأ فى تطعيم أول لقاح ضد كورونا بلقاح ""سبوتنيك V"" بفاعلية 95%"
259,لماذا يؤثر كورونا على بعض الأشخاص أكثر من غيرهم؟ دراسة توضح
260,مركز السيطرة على الأمراض الأمريكى يؤكد ضرورة ارتداء الكمامة داخل المنزل
261,الصداع المفاجئ قد يكون من أعراض فيروس كورونا
262,تطوير أنسولين جديد يتكيف ذاتيا بالجسم ويثبت كفاءة فى تجارب الحيوانات
263,التمارين والاسترخاء ملاذ الناجين من سرطان الثدى للتخلص من التعب
264,"الخلايا التائية المعدلة وراثيًا ""طريق جديد"" فى علاج مرض السكر النوع الأول"
265,"4 فوائد صحية لا تتجاهلها لـ""حمية البحر الأبيض المتوسط ​​الخضراء"""
266,ما هى حقن البوتوكس ومتى تستخدم؟
267,متى تحدث نوبة ارتفاع ضغط الدم وما خطورتها؟
268,الفستق أفضل المكسرات الصحية لإنقاص الوزن لهذا السبب
269,"5 تمارين لتقوية ""الركبة"" فى دقائق.. تعرف عليها"
270,تعرف على فوائد الزنك للصحة والمناعة
271,أمراض الكلى عامل الخطر الرئيسى أمام الاستشفاء من كورونا
272,"تناول الأدوية التى تحتوى على مركب "" الستيرويد"" تؤثر على صحة القلب"
273,هل يمكن أن تحميك الفيتامينات والمعادن من الإصابة بكورونا؟
274,أستاذ أمراض صدرية: تناول مضادات الفيروسات مبكرا يعجل بالشفاء من كورونا
275,تجريب مضاد للفيروسات على الحيوانات يمنع نشر فيروس كورونا فى 24 ساعة
276,فيروس كورونا يؤثر على رئة الإنسان عن طريق النمو غير الطبيعي للخلايا
277,تعرف على أهم 5 لقاحات فى التاريخ.. من الجدرى إلى كورونا
278,الاستجابة المناعية للأطفال ضد كورونا أفضل.. دراسة توضح الأسباب
279,بريطانيا تكشف عن خطة الحصول على لقاح كورونا بعد طرحه الأسبوع المقبل
280,مسن أميركى ينتصر على كورونا ويحتفل بعامه الرابع بعد المئة
281,بريطانيا تبدأ التطعيم بالجرعات الأولى من لقاح فايزر الأسبوع المقبل
282,
283,دراسة توضح سبب إصابة بعض الحيوانات بفيروس كورونا
284,إزالة جزء من جمجمة امرأة بعد سقوطها من شرفة منزل بالتشيك.. صور
285,6 نصائح غذائية للتغلب على التعافى من إرهاق ما بعد كورونا
286,دراسة أمريكية: لقاح مودرنا المحتمل لكورونا يمنح مناعة لمدة 3 أشهر
287,دراسة دنماركية: الطلاق له تأثير سلبى على الصحة البدنية والعقلية
288,4 طرق لعلاج تساقط الشعر خلال فصل الشتاء
289,تعرف على رحلة علاج سرطان الثدى منذ 100 عام وحتى الآن
290,أسباب تكرار تقلصات المعدة ونصائح للتحكم فى الألم
291,كيف يقلل تطعيم اللقاحات من تأثير كورونا على كبار السن؟
292,الأطعمة السوداء روشتك للحماية من الأمراض.. العنب والتوت الأسود الأبرز
293,مرضى كورونا الذين لديهم أجسام مضادة يمكن تطعيمهم باللقاح.. اعرف التفاصيل
294,"دراسة : عقار ""إيفرمكتين"" المضاد للفطريات قلل أعراض فيروس كورونا"
295,فئات من الأطفال تحصل على لقاح كورونا أولا فى بريطانيا.. تعرف عليها
296,دراسة: الإعاقة الجسدية أبرز التحديات أمام بعض الناجين من السرطان
297,كيف تتخلص من التوتر المسبب للمرض؟ 9 خطوات اتبعها
298,"دراسة أمريكية: عدم سداد مدفوعات ""الكريدت كارد"" علامة مبكرة على الزهايمر"
299,"كورونا يمكن أن يتسبب فى تلف الرئة ""الخفى"" .. اعرف التفاصيل"
300,دراسة تكشف: مرضى الربو أقل عرضة للإصابة بكورونا
301,مشاكل القلب أحدث مضاعفات كورونا عند الأطفال.. اعرف التفاصيل
302,المعقم الخالى من الكحول فعّال للوقاية من كورونا.. دراسة توضح
303,قائمة محظورات لمرضى السكر فى موسم الشتاء
304,دواء مركب يساعد فى مكافحة مقاومة البكتيريا للمضادات الحيوية
305,"الابتسامة أو ""التكشيرة"" تقلل من ألم الحقنة بنسبة 40٪.. دراسة تؤكد"
306,زوجان أمريكيان ينجبان طفلا من أجنة مجمدة منذ 20 عاما
307,إصدار بطاقات تطعيم لكل أمريكى يحصل على لقاح كورونا
308,اليوم العالمى لذوى الاحتياجات الخاصة.. تعرف على فوائد اليوجا لأصحاب الهمم
309,تزايد معدلات الاكتئاب واضطراب بعد الصدمة بين النساء الحوامل بسبب كورونا
310,معهد روبرت كوخ الألمانى: نتعاون مع مصر لمكافحة وباء كورونا
311,مودرنا تبدأ اختبار لقاح كورونا على الأطفال حتى سن 12 عامًا
312,الصحة العالمية تحدث إرشاداتها حول الكمامة.. ارتديها بالمنزل فى هذه الحالة
313,50 مستشفى ببريطانيا تستعد لطرح لقاح كورونا من فايزر الأسبوع المقبل
314,معهد الهند للعلوم الطبية: الآثار الجانبية للقاح أكسفورد عرضية
315,الهند تمنح إذن استخدام طارئ لمرشح لقاح كورونا نهاية الشهر لبدء التطعيم
316,مشاركون بتجارب لقاح فايزر: آثاره الجانبية بسيطة وتشبه تأثير تطعيم الإنفلونزا
317,"""CDC"" يحذر الأمريكيين: وباء كورونا يزداد بشكل غير مسبوق"
318,إعلان نتائج تجارب لقاح أكسفورد لكورونا بأمريكا يناير المقبل بفاعلية 90%
319,روسيا تبدأ التطعيم الجماعى للقاح سبوتنيك v المضاد لكورونا مجانا
320,دراسة: 98% من مرضى كورونا يتمتعون بمناعة لمدة ستة أشهر
321,مكملات غذائية تساعد فى الوقاية من كورونا
322,
323,دراسة: مرضى كورونا الذين يخضعون لعلاجات السرطان قد ينقلون العدوى لأشهر
324,دراسة أمريكية تكشف العلاقة بين بكتيريا الأمعاء ومستويات فيتامين د بالجسم
325,س و ج.. كل ما تريد معرفته عن فوائد وأضرار القهوة
