id,text
117,الجامايكى روماريو يشارك فى مران الاتحاد السكندري استعداداً لمواجهة بيراميدز
118,تمزق في الأربطة و جزع في المفصل يبعدان مدافع المقاولون عن مباراة الزمالك
119,"الجونة يتقدم علي طلائع الجيش بهدف ""بواليا"" في الشوط الأول"
120,"هيثم الفيل بعد إحراز أول أهداف الدورى: العمر مجرد ""رقم"" والكرة بالمجهود"
121,سامى الشيشينى: كل الأندية طمعانة فى أسوان وبنيت الفريق فى 25 يوما
122,
123,علاء عبد الغنى فى رسالة لجماهير الزمالك: الجيل الحالى مجاش من سنين.. فيديو
124,معلومة رياضية..7 حقائق لا تفوتك عن الدورى المصرى مع انطلاق النسخة الجديدة
125,الأهلي يجري رابيد تيست قبل مواجهة المقاصة في إنطلاقة الدوري..صورة
126,"الأهلى يكشف عن قميصه فى الموسم القادم: ""تيشيرت جديد بطموح جديد"""
127,أبناء نجوم الأهلى يزينون التتش مع الثلاثية.. وكريم معلول يسجل هدفا فى والده.. فيديو
128,جمال محمد على يحضر عمومية الكاف بمشاركة إنفانتينو.. صور
129,أسوان يحقق الفوز الأول بالدورى أمام إنبى.. هدوء الشيشينى يهزم خبرات طولان
130,مروان محسن خارج حسابات الأهلي أمام المقاصة
131,تاريخ مواجهات الطلائع والجونة قبل صدام ضربة بداية الدوري اليوم
132,الطلائع يدعم يسرى عرفان بلفتة إنسانية بعد وفاة ابنته قبل مواجهة الجونة
133,المقاولون يعلن سلبية كورونا قبل مواجهة الزمالك
134,الأهلي يعلن رسمياً غياب حسين الشحات لمدة أسبوعين بسبب عملية جراحية
135,7 أخبار رياضية لا تفوتك اليوم
136,هتتعاقب لو جالك كورونا.. 10 تحذيرات شديدة اللهجة قبل بداية الدورى
137,كواليس حادث أيمن يونس.. مشجعون أوقفوه وهاجموه بسبب أوضاع فريق الكرة
138,هيثم الفيل يسجل أول هدف فى الدورى لأسوان فى مرمى إنبى.. فيديو
139,حسام حسن يعلن قائمة الاتحاد لمواجهة بيراميدز فى ضربة بداية الدوري
140,حسين الشحات يغيب عن الأهلي فى انطلاقة بطولتي الدوري وأفريقيا
141,شوط أول سلبى فى افتتاح الدورى.. استحواذ لإنبى وتفوق أسوان
142,علاء عبد الغنى: أنا زملكاوى آه بس بفرح لما أكسبه عشان شغلى نمبر وان.. فيديو
143,10 أرقام قياسية تنصب الأهلى على عرش الأكثر تتويجاً بالدورى
144,اتحاد الكرة يكشف حقيقة تخصيص جائزة لأفضل لاعب فى مباريات الدوري
145,س و ج.. كل ما تريد معرفته عن انطلاق الدوري للمرة الـ62 اليوم
146,"محطات لاتنسى فى رحلة محمد زيدان ""ساحر الفراعنة"" فى عيد ميلاده"
147,حافلة الدراويش تتوجه إلى برج العرب لمواجهة المصرى ومساندة جماهيرية.. صور
148,وجيه أحمد عضواً بلجنة حكام شمال أفريقيا ببطولة الشباب فى تونس
149,"الأهلي يذبح ""عجلين"" قبل انطلاق مباريات الفريق فى الدوري الممتاز"
150,المقاصة يقدم إيهاب جلال والصفقات الجديدة فى مؤتمر صحفى غداً
151,شوبير يعلن خضوع حسين الشحات لعملية جراحية وغيابه عن الأهلى 10 أيام
152,إصابة صالح جمعة بكورونا وسلبية باقى لاعبى سيراميكا قبل مواجهة الإنتاج
153,أحداد أساسيا مع الزمالك أمام المقاولون.. وشيكابالا فى الصورة
154,جلسة تصوير للاعبي الأهلي بالقميص الجديد قبل انطلاق الدورى
155,حضور 50 فرداً بمباريات الدوري الممتاز
156,برة الملعب.. مايا وائل لاعبة جمباز سموحة: بحب سعاد حسنى ونفسى أكون رسامة
157,تعرف على تشكيل إنبى وأسوان فى افتتاح الدورى العام
158,أيمن يونس يدرس تقديم استقالته من الزمالك بعد فشله فى ملف الكرة
159,ملف الكرة وراء غضب جماهير الزمالك من أيمن يونس
160,طه إسماعيل ينتقد كثرة الصفقات الجديدة: سلاح ذو حدين فى ضربة البداية
161,المصارعة يشارك فى بطولة بلكونى بإيطاليا الشهر المقبل
162,
163,الوافدون الجدد على رأس قائمة الإسماعيلى لمواجهة المصرى بالدوري
164,الأهلى الأكثر تتويجاً بالدورى.. 7 أندية فازت بالإيجيبشن ليج على مدار التاريخ
165,حكاية 8 مواجهات جمعت إنبى وأسوان قبل افتتاحية الإيجبشيان ليج اليوم
166,جماهير الزمالك تعتدى على أيمن يونس بعد صلاة الجمعة بسبب أوضاع النادى..صور
167,دورى 2021.. 10 معلومات مهمة عن الإيجبشيان ليج قبل ضربة البداية
168,زوجة محمد زيدان تحتفل بعيد ميلاده برسالة رومانسية: حب حياتى ونصفى الآخر
169,"كواليس غرفة الملابس.. حينما قال أحمد كشرى لمدرب الأهلى: ""أنت مجنون"""
170,الهلباوى رئيسا لبعثة الجودو فى البطولة الأفريقية بمدغشقر
171,الإسماعيلى عن ديربى القناة بافتتاح الدورى: الملعب هو الفيصل ونراهن على الروح
172,خالد مرتجى يلبي دعوة سفير مصر فى البرتغال.. صور
173,الأهلي يختبر مروان محسن اليوم لتحديد موقفه من مباراة المقاصة
174,عبد الرحمن مجدى يعلن تأجيل رحيله عن الإسماعيلى لنهاية أولمبياد طوكيو
175,معلول وساسى فى الصدارة.. 17 لاعبا تونسيا بالإيجبشيان ليج يستعدون للتألق
176,زى النهاردة.. الأهلى يخسر من اتحاد جدة فى كأس العالم للأندية باليابان
177,رئيس الإسماعيلى يحفز اللاعبين بـ100 ألف جنيه للتتويج بالبطولة العربية
178,المقاولون يدخل معسكراً مغلقاً استعداداً للزمالك فى انطلاق الدورى
179,"شاهد كيف احتفل النحاس بـ ""قاضية"" قفشة في الزمالك؟.. فيديو"
180,"أحمد عيد عن قرار إيقاف طارق يحيى: ""قال اللى كنت عايز أقوله"""
181,الإسماعيلى يتوجه اليوم إلى الإسكندرية لدخول معسكر مغلق لمواجهة المصرى
182,قصة صور ..أحمد فتحى الجوكر الذى انتصر على كورونا
183,محمد سلامة حكماً لمباراة الطلائع والجونة وعبد العزيز السيد لإنبى وأسوان
184,الأهلي يرفض عروض رحيل قفشة بسبب مونديال الأندية
185,قصة هدف.. الخطيب يقود الأهلي للفوز علي بايرن ميونيخ ودياً
186,اليوم.. الطلائع يسعى لغسل أحزان ضياع الكأس أمام الجونة
187,تعرف على عقوبة الإنسحاب من الدورى ومباراة السوبر فى الموسم الجديد
188,الليلة.. سيراميكا كليوباترا ضيفاً على الإنتاج الحربى فى ظهوره الأول بالدوري
189,قبل ضربة البداية.. 7 ضوابط لتنظيم الدوري فى النسخة الجديدة
190,اليوم.. إنبى يستدرج أسوان فى افتتاحية بطولة الدوري على بتروسبورت
191,الزمالك يدخل معسكرا مغلقا اليوم استعدادا لمواجهة المقاولون
192,"الإسماعيلى يجرى اليوم تحاليل ""رابيد تيست"" استعدادًا لمباراة المصرى البورسعيدى"
193,عمرو جمال: وصول الجيش لنهائى الكأس مسئولية.. والعشرى يريد الانتقال من المراكز الشرفية للتنافسية
194,مواعيد مباريات اليوم الجمعة 11 / 12 / 2020 بالدوري المصرى والقنوات الناقلة
195,"""هاشتاج"" طرد لجنة الفشل من الزمالك يتصدر تويتر بعد كشف الحقائق"
196,إبراهيم حسن: نتعاقد مع اللاعبين للمشاركة مع الاتحاد السكندرى وليس للجلوس على الدكة
197,مدير بطولة إفريقيا لناشئي السلة: تلقينا إشادات كبيرة بحسن الاستضافة
198,مختار مختار يختار 20 لاعبا من الإنتاج الحربي لمواجهة سيراميكا كيلوباترا
199,فيديو جديد من خطوبة شدوى عصام الحضرى ورقصها مع والدها على أغانى المهرجانات
200,لجنة إدارة الزمالك تقرر إيقاف طارق يحيى واحالته للتحقيق
201,على غزال: إخترت سموحة لأنه مفيهوش ضغوط نفسية
202,
203,حازم إمام يقود الجبهة اليمنى للزمالك أمام المقاولون العرب
204,الحضرى يحتفل بخطوبة ابنته شدوى على عمر العزبى فى أجواء عائلية.. صور
205,مدرب سموحة: بطولة الدورى في الموسم الجديد ستكون صعبة
206,محمد شبانة يكشف عبر تلفزيون اليوم السابع: تغيير ألوان قميص الأهلى فى انطلاقة الدورى
207,رئيس الإسماعيلى يقيم مأدبة عشاء للفريق قبل انطلاق الدورى
208,شبانة لتليفزيون اليوم السابع: قرار صادم من ليفربول بشأن مشاركة صلاح فى الأولمبياد
209,مصطفى محمد ينشر صورة مع زوجته قبل انطلاق الدورى
210,اخبار الرياضة المصرية اليوم الخميس 10/12/2020
211,"طارق يحيى يعلن بيان إدارة الزمالك بحجم المديونيات ويعلق:"" مش وقته"""
212,شوبير : جمهور الزمالك لن يرحم أحد
213,7 اخبار رياضية لا تفوتك اليوم
214,الزمالك يقيم عزاء والد عمرو زكي بالحامدية الشاذلية الأحد المقبل
215,اللجنة الأولمبية تدعم أحمد عدلى فى انتخابات الاتحاد الدولى للشطرنج
216,الأهلي يسجل اعتراضه على نقل مباراة كأس السوبر الافريقى من مصر
217,أخبار نادي الزمالك اليوم الخميس 10/12/2020
218,عبد الحفيظ يعقد جلسة مع موسيمانى فى الأهلي
219,غضب فى لجنة الحكماء من الاجتماعات السرية للجنة المؤقتة
220,تعرف على قائمة منتخب الجودو بالبطولة الأفريقية المؤهلة للأولمبياد
221,إدارة الزمالك تفشل فى إحتواء أزمات الكرة
222,طارق يحيى : جمهور الزمالك يدفع ثمن تخبط إدارة النادى
223,عمر السومة يحسم موقفه من الانضمام للأهلى خلال ساعات
224,لجنة الزمالك المؤقتة تفشل فى 3 ملفات بعد تولى المهمة
225,الأهلي ونهضة بركان .. الفوز العاشر ينتظر المارد الأحمر علي الفرق المغربية
226,رقص وشماريخ فى حفل خطوبة شدوى عصام الحضرى.. صور وفيديو
227,تعديل العقود وراء تدهور علاقة أيمن يونس بلاعبي الزمالك
228,صلاح محسن يقترب من قيادة هجوم الأهلي أمام المقاصة
229,أيمن يونس يتفق على ملابس فرق الزمالك دون علم لجنة البكرى
230,أخبار النادي الأهلي اليوم الخميس 10/12/2020
231,اتحاد الكرة يعلن جدول مباريات دورى القسم الثانى بعد التعديلات.. صور
232,تفاصيل خناقة أيمن يونس وفاروق جعفر في مكتب الوزير
233,عدلى القيعى: باتشيكو يخدع جماهير الزمالك بتصريحات مجاملة الحكام للأهلى
234,غرور أيمن يونس يطفش نجوم الزمالك بن شرقى وساسى وزيزو
235,حصاد الرياضة المصرية اليوم الخميس 10/12/2020
236,"أيمن يونس.. ""فيلسوف"" التحليل فى الاستوديوهات فشل فى إدارة الكرة بالزمالك"
237,أحمد عيد عبد الملك يُطالب بانسحاب الفاشلين من لجنة الكرة بالزمالك
238,شبانة يكشف عبر تلفزيون اليوم السابع صفقة الأهلى البديلة لتعثر سيرينو والسومة
239,غضب فى لجنة حكماء الزمالك من محاولات أيمن يونس السيطرة على قطاع الكرة
240,"لجنة الكرة فى صراع على ""كعكعة"" المناصب بالزمالك بشهادة رمز النادى"
241,وشاية أيمن يونس وراء تراجع الزمالك عن صفقة أمير عادل
242,
243,تأكد غياب ثنائى الإسماعيلى عن مواجهة المصرى البورسعيدى
244,ضربة البداية للجنة الكرة بالزمالك تفشل فى حسم ملف الصفقات والمستحقات
245,"شبانة يكشف فى تليفزيون ""اليوم السابع"" خطة الزمالك فى انتقالات الشتاء"
246,كرم جبر: مبادرة لا للتعصب تهدف إلى نشر الوعى والتسامح والمحبة
247,المقاولون يواصل استعداداته لمباراة الزمالك فى افتتاح الدورى.. صور
248,وزير الرياضة: تعصبنا للوطن انعكس على استقبال الرئيس بفرنسا..و 16 مليار ميزانية الوزارة
249,استقبال حسين ياسر ومهارة ساسى تخطف الأنظار فى مران الزمالك.. صور
250,اتحاد الكرة يعلن طريقة تحديد بطل الدورى فى حالة الظروف القهرية
251,"رئيس الوطنية للإعلام فى احتفالية ""لا للتعصب"": كارت أحمر لمن يخرج عن النص"
252,"بمناسبة بدأ انطلاق الدورى.. وزير الرياضة وجبر يشاهدان عرض موسيقى لمبادرة "" مصر اولا ..لا للتعصب"""
253,ديانج فى صور مع الثلاثية التاريخية: شعور رائع فى عامى الأول مع الأهلى
254,اتحاد الكرة: 250 ألف جنيه عقوبة تأجيل أى مباراة بالدورى بسبب فيروس كورونا
255,سلبية مسحة أحمد فتحى وتعافيه من كورونا
256,أوباما خارج حسابات باتشيكو أمام المقاولون بعد التعافى من كورونا
257,اتحاد الكرة يعلن رسميا لائحة العقوبات للموسم الجديد 2020 -2021
258,نقل مران الإسماعيلى قبل مواجهة المصرى البورسعيدى بالدورى
259,أمين سر الملعب التونسى يستقبل منتخب الشباب بالورود .. صور
260,تقسيمة قوية للاعبى الأهلى فى المران قبل مواجهة المقاصة
261,ستاد الكلية الحربية يستضيف مباراة الزمالك والمقاولون فى افتتاح الدورى
262,عبد المطلب: نجاح مصر فى تنظيم بطولة ناشئى إفريقيا لكرة السلة شهادة دولية
263,فوز الحدود وأبو قير للأسمدة فى الجولة الثالثة للمجموعة الثالثة للقسم الثانى
264,الأهلى يفتقد جهود أجايى أمام مصر المقاصة بالدورى
265,معلومة رياضية ..ريست الأذن من أخطر الرياضات فى العالم
266,الإتحاد السكندرى يصدر بيانا رسميا بعد تأجيل الجمعية العمومية
267,قبل انطلاق الدورى.. بيراميدز يهنئ الأهلى ويتعهد بالمنافسة على اللقب
268,وصول المهاجم الجامايكى روماريو وينضم لتدريبات الاتحاد اليوم
269,"مران الزمالك.. اختبار ""رابيد تيست"" وانتظام أوناجم وظهور حسين المحمدى"
270,7 أخبار رياضية لا تفوتك اليوم
271,محمد شبانة فى لايف جديد على تلفزيون اليوم السابع 5 مساء
272,"وزير قطاع الأعمال لـ""اليوم السابع"": 7 رعاة يقدمون 30 مليون جنيه لنادى غزل المحلة"
273,علاء عبد الغنى: أول 4 مباريات للمقاولون ضرب نار وبطل الدورى بعد الجولة7.. فيديو
274,س و ج.. كل ما تريد معرفته عن أزمة مباراة السوبر الأفريقى داخل أروقة الكاف
275,الأهلي يستطلع رأى عمر السومة تمهيداً لضمه فى الميركاتو الشتوى
276,شدوى الحضرى تحتفل بخطبتها اليوم
277,"عم حارث مع ثلاثية التاريخية.. وحساب الأهلى: ""صورة تحمل الكثير"""
278,باتشيكو: دوري واحد للزمالك = 5 للأهلي.. وأمير عادل أحرز هدفين فى سنتين
279,برة الملعب.. علياء كرم لاعبة الطائرة: هوايتى القراءة وبحب آسر ياسين
280,برنامج علاجى مكثف لكريم نيدفيد قبل عودته لتدريبات الأهلي
281,مدرب سموحة يكشف حصول فوزى الحناوى على ملابس الموسم الجديد قبل رحيله
282,
283,الجهاز الفنى لسموحة يزور إبراهيم حسن فى المستشفى
284,وزير الرياضة يناقش مشروع تطوير التفكير العلمى للنشء والشباب
285,رئيس اتحاد اليد يؤكد إقامة بطولة العالم فى موعدها وعدم تأجيلها مطلقا
286,وفاة ابنة إدارى الطلائع تربك استعدادات الفريق لانطلاق الدورى
287,فنادق بطولة العالم لكرة اليد لأفراد الحدث تجنبا لانتشار كورونا
288,عماد النحاس يستعيد ذكريات مواجهة النجم الساحلى ويهنئ الأهلى بالثلاثية.. فيديو
289,سموحة يتلقى ضربة موجعة قبل انطلاقة الدورى الممتاز
290,كواليس غرفة الملابس.. جاريدو يعنف رمضان صبحى ويتهمه بالكسل
291,زى النهاردة.. الأهلى يحقق أول فوز فى تاريخه بكأس العالم للأندية باليابان
292,علاء وحيد يؤكد تخطى الإسماعيلى شائعات تدمير النادى وحاجته لمساندة الجماهير
293,الأهلي يظهر بالزى الجديد أمام المقاصة فى الدورى.. بدون التاسعة
294,المقاولون: بعض الصفقات مخدتش ربع ساعة والجبل الأخضر أصبح حلما للاعبين.. فيديو
295,مؤقتة الطائرة تمهل الأندية حتى 20 يناير لإبرام عقود السيدات
296,حسام وإبراهيم حسن يحصلان على جزء من مستحقاتهما لدى المصرى البورسعيدى اليوم
297,شوبير يكشف موقف سيرينو وبسام مع الأهلى ويؤكد: الانتخابات أهم حاجة للزمالك
298,علاء وحيد يكشف سبب غضب عبد الرحمن مجدى من الإسماعيلى وحقيقة خصم 6 نقاط
299,النجم السورى عمر السومة مرشح للانضمام للأهلي مجاناً فى الشتاء
300,قصة صور .. صالح جمعة تائه فى بحر إثبات الذات
301,شوبير ينتقد تخبط الكاف بسبب موعد السوبر ويؤكد: الأهلى سبب المكافآت المالية
302,طارق سليمان يرشح الشناوى وصلاح للمشاركة مع المنتخب الأولمبى فى طوكيو
303,كاف يعلن اليوم موعد ومكان السوبر الأفريقى بين الأهلى ونهضة بركان المغربى
304,تغييرات فى تشكيل الأهلي مع انطلاقة الموسم الجديد
305,الزمالك يسدد مستحقات اللاعبين اليوم بعد انتعاش الخزينة بـ 40 مليون جنيه من الرعاية
306,قصة هدف.. حسن الشاذلى يقود الترسانة للفوز علي الزمالك 2/1
307,باتشيكو يستقر على تشكيل مواجهة المقاولون العرب .. وبرنامج مكثف لمحمد عبد الشافي
308,"بيراميدز يخضع لـ""رابيد تيست"" قبل مواجهة الاتحاد فى افتتاح الدورى"
309,الأهلي يواصل التدريبات اليومية استعداداً للمقاصة فى انطلاقة الدوري
310,الطلائع ينهى استعداداته لمواجهة الجونة بافتتاح الدوري ويدخل معسكرا مغلقا
311,أحمد مصطفى يبدأ تنفيذ برنامجه التأهيلى بعد تأكد غيابه عن الإسماعيلى أمام المصرى
